	kieu_dang	hop_so	km_da_di	nhien_lieu	so_cho_ngoi	tinh_trang	xuat_xu	nam_sx	gia	dong_xe	hang
6367	Sedan	Tự động	22000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1789000000.0	Cclass	Mercedes Benz
22947	SUV / Cross over	Tự động	33000	Xăng	5	Đã sử dụng	Nhập khẩu	2015	2950000000.0	Cayenne	Porsche
12826	SUV / Cross over	Tự động	900	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	2089000000.0	GLCclass	Mercedes Benz
21874	SUV / Cross over	Số sàn	71000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2018	535000000.0	Innova	Toyota
24093	Sedan	Số sàn	63000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	302000000.0	Vios	Toyota
34172	Sedan	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	515000000.0	CorollaAltis	Toyota
19850	Bán tải / Pickup	Tự động	93998	Dầu	5	Đã sử dụng	Nhập khẩu	2015	525000000.0	Ranger	Ford
18329	Van/Minivan	Tự động	340000	Xăng	7	Đã sử dụng	Nhập khẩu	2005	425000000.0	Sienna	Toyota
4856	Truck	Số sàn	140000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2015	175000000.0	Forland	Thaco
25557	Sedan	Tự động	85000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	370000000.0	Cruze	Chevrolet
20034	SUV / Cross over	Tự động	18000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2020	1095000000.0	SantaFe	Hyundai
16563	Sedan	Tự động	3000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2021	1429000000.0	Cclass	Mercedes Benz
13746	Sedan	Tự động	160000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	380000000.0	3	Mazda
34096	SUV / Cross over	Tự động	50000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2016	645000000.0	Sorento	Kia
9556	SUV / Cross over	Tự động	5	Dầu	7	Đã sử dụng	Nhập khẩu	2021	1399000000.0	Everest	Ford
20090	Sedan	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2020	1074000000.0	LUX	VinFast
30736	Sedan	Tự động	100000	Xăng	5	Đã sử dụng	Nhập khẩu	2013	555000000.0	6	Mazda
14846	SUV / Cross over	Tự động	84000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2011	318000000.0	Carens	Kia
8803	SUV / Cross over	Tự động	2200	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2020	1230000000.0	LUX	VinFast
3606	Sedan	Số sàn	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	262000000.0	I10	Hyundai
23700	Sedan	Tự động	20000	Xăng	5	Đã sử dụng	Nhập khẩu	2016	979000000.0	CLAclass	Mercedes Benz
14196	SUV / Cross over	Số sàn	340000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2005	172000000.0	Zace	Toyota
15880	SUV / Cross over	Tự động	0	Xăng	5	Mới	Nhập khẩu	2020	899000000.0	Forester	Subaru
36962	Hatchback	Tự động	62000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	320000000.0	Wigo	Toyota
31412	SUV / Cross over	Số sàn	185000	Dầu	7	Đã sử dụng	Nhập khẩu	2007	275000000.0	Everest	Ford
21825	SUV / Cross over	Số sàn	90000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2013	539000000.0	Fortuner	Toyota
9518	Van/Minivan	Tự động	140000	Xăng	2	Đã sử dụng	Nhập khẩu	2015	230000000.0	Morning	Kia
33522	SUV / Cross over	Tự động	110000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	656000000.0	CX5	Mazda
28785	Sedan	Tự động	150000	Xăng	5	Đã sử dụng	Nhập khẩu	2011	258000000.0	Lacetti	Chevrolet
3191	Van/Minivan	Số sàn	340000	Xăng	3	Đã sử dụng	Lắp ráp trong nước	2005	70000000.0	Hiace	Toyota
2500	Sedan	Tự động	8000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	525000000.0	Vios	Toyota
19782	Sedan	Số sàn	56000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	164000000.0	Vios	Toyota
32798	SUV / Cross over	Tự động	29000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	856000000.0	CX5	Mazda
12766	Sedan	Số sàn	540000	Xăng	5	Đã sử dụng	Nhập khẩu	1995	110000000.0	Corolla	Toyota
40437	Sedan	Tự động	100000	Xăng	5	Đã sử dụng	Nhập khẩu	1993	100000000.0	Camry	Toyota
18572	SUV / Cross over	Tự động	5000	Xăng	5	Đã sử dụng	Nhập khẩu	2020	860000000.0	Corolla	Toyota
3105	SUV / Cross over	Tự động	60000	Xăng	7	Đã sử dụng	Nhập khẩu	2019	950000000.0	CRV	Honda
16900	Hatchback	Số sàn	220000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	120000000.0	Spark	Chevrolet
33717	Van/Minivan	Số sàn	82789	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2016	399000000.0	Innova	Toyota
16001	SUV / Cross over	Tự động	98659	Xăng	5	Đã sử dụng	Nhập khẩu	2010	635000000.0	Q5	Audi
31046	Hatchback	Số sàn	79000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	215000000.0	Morning	Kia
40275	SUV / Cross over	Số sàn	170000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2009	430000000.0	Fortuner	Toyota
37519	Van/Minivan	Số sàn	65187	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2016	385000000.0	Innova	Toyota
9379	Hatchback	Số sàn	400000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2002	46000000.0	Pride	Kia
10044	Hatchback	Tự động	220000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2011	218000000.0	Morning	Kia
33687	Van/Minivan	Tự động	114	Xăng	7	Đã sử dụng	Nhập khẩu	2010	285000000.0	Carens	Kia
34734	Hatchback	Tự động	98000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	355000000.0	Fiesta	Ford
19098	Truck	Số sàn	0	Xăng	2	Mới	Nhập khẩu	2021	299000000.0	Carry	Suzuki
19252	SUV / Cross over	Tự động	0	Dầu	7	Mới	Lắp ráp trong nước	2021	1050000000.0	Fortuner	Toyota
11677	SUV / Cross over	Tự động	80000	Dầu	7	Đã sử dụng	Nhập khẩu	2018	986000000.0	Everest	Ford
21647	SUV / Cross over	Tự động	1	Xăng	7	Đã sử dụng	Nhập khẩu	2007	365000000.0	RAV4	Toyota
14875	Sedan	Tự động	49000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	765000000.0	Camry	Toyota
20763	Sedan	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	735000000.0	Elantra	Hyundai
32346	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	540000000.0	Focus	Ford
363	Hatchback	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	425000000.0	I10	Hyundai
35004	SUV / Cross over	Số sàn	12000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2007	198000000.0	Captiva	Chevrolet
19306	Van/Minivan	Số sàn	800000	Dầu	29	Đã sử dụng	Lắp ráp trong nước	2005	145000000.0	County	Hyundai
14520	SUV / Cross over	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	2450000000.0	GLCclass	Mercedes Benz
9290	Sedan	Tự động	58000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	1799000000.0	Eclass	Mercedes Benz
31852	Hatchback	Tự động	88000	Xăng	2	Đã sử dụng	Nhập khẩu	2010	145000000.0	Morning	Kia
16796	SUV / Cross over	Số sàn	132000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2002	158000000.0	Zace	Toyota
8054	Sedan	Tự động	35000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	430000000.0	Cruze	Chevrolet
10452	SUV / Cross over	Tự động	32000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2019	700000000.0	Outlander	Mitsubishi
14258	Hatchback	Số sàn	300000	Xăng	5	Đã sử dụng	Nhập khẩu	2008	130000000.0	Getz	Hyundai
24408	SUV / Cross over	Tự động	0	Xăng	5	Mới	Nhập khẩu	2019	3680000000.0	RangeRoverEvoque	LandRover
33184	Hatchback	Số sàn	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	235000000.0	Morning	Kia
4567	Bán tải / Pickup	Tự động	5900	Dầu	5	Đã sử dụng	Nhập khẩu	2018	529000000.0	Navara	Nissan
15334	SUV / Cross over	Tự động	28668	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2019	1120000000.0	SantaFe	Hyundai
24428	SUV / Cross over	Tự động	90000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2015	385000000.0	Orlando	Chevrolet
34671	SUV / Cross over	Tự động	61000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	655000000.0	CX5	Mazda
37023	Van/Minivan	Số sàn	60936	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2017	477000000.0	Innova	Toyota
40316	Hatchback	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	343000000.0	Morning	Kia
38740	Bán tải / Pickup	Tự động	11000	Dầu	5	Đã sử dụng	Nhập khẩu	2021	795000000.0	Ranger	Ford
8388	Van/Minivan	Tự động	160000	Xăng	2	Đã sử dụng	Nhập khẩu	2014	218000000.0	Morning	Kia
37439	Van/Minivan	Số sàn	140000	Dầu	6	Đã sử dụng	Nhập khẩu	2015	325000000.0	Transit	Ford
11189	Sedan	Tự động	15000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	1779000000.0	Cclass	Mercedes Benz
6139	SUV / Cross over	Tự động	34000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	1700000000.0	GLCclass	Mercedes Benz
35045	Van/Minivan	Tự động	19000	Xăng	7	Đã sử dụng	Nhập khẩu	2020	485000000.0	Ertiga	Suzuki
36701	Sedan	Tự động	52000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	455000000.0	Accent	Hyundai
25291	SUV / Cross over	Tự động	0	Xăng	5	Mới	Nhập khẩu	2020	9890000000.0	RangeRover	LandRover
40335	Sedan	Tự động	987654	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	432234000.0	Vios	Toyota
22766	Sedan	Tự động	35000	Xăng	5	Đã sử dụng	Nhập khẩu	2015	1050000000.0	5	BMW
2784	Sedan	Tự động	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	478000000.0	City	Honda
5228	Hatchback	Số sàn	280000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	56000000.0	Matiz	Daewoo
32621	SUV / Cross over	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2014	395000000.0	EcoSport	Ford
29886	Sedan	Tự động	66000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	465000000.0	City	Honda
15106	Sedan	Số sàn	160000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2004	262000000.0	Camry	Toyota
8364	Sedan	Tự động	80000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	428000000.0	K3	Kia
25063	Sedan	Số sàn	32000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	320000000.0	I10	Hyundai
23607	SUV / Cross over	Tự động	80000	Xăng	7	Đã sử dụng	Nhập khẩu	2012	1080000000.0	Prado	Toyota
28212	Hatchback	Số sàn	215000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2005	56000000.0	Matiz	Daewoo
10697	SUV / Cross over	Số sàn	60000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2019	878000000.0	Fortuner	Toyota
7133	Hatchback	Số sàn	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	140000000.0	Getz	Hyundai
3258	Van/Minivan	Số sàn	45000	Xăng	2	Đã sử dụng	Lắp ráp trong nước	2013	135000000.0	Spark	Chevrolet
22960	SUV / Cross over	Số sàn	86000	Xăng	5	Đã sử dụng	Nhập khẩu	2015	192000000.0	I10	Hyundai
15879	Sedan	Tự động	55000	Xăng	5	Đã sử dụng	Nhập khẩu	2014	989000000.0	CLAclass	Mercedes Benz
34409	SUV / Cross over	Tự động	14000	Xăng	5	Đã sử dụng	Nhập khẩu	2020	800000000.0	HS	MG
9719	SUV / Cross over	Tự động	9300	Xăng	5	Đã sử dụng	Nhập khẩu	2018	740000000.0	HRV	Honda
1551	SUV / Cross over	Số sàn	30000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2019	928000000.0	Fortuner	Toyota
30539	Hatchback	Số sàn	24000	Xăng	5	Đã sử dụng	Nhập khẩu	2008	170000000.0	Getz	Hyundai
18444	Truck	Số sàn	0	Dầu	2	Mới	Nhập khẩu	2021	2350000000.0	HD	Hyundai
15667	SUV / Cross over	Tự động	120000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2015	650000000.0	Fortuner	Toyota
25628	Bán tải / Pickup	Tự động	30000	Dầu	5	Đã sử dụng	Nhập khẩu	2019	635000000.0	Ranger	Ford
4949	Bán tải / Pickup	Tự động	0	Dầu	5	Mới	Lắp ráp trong nước	2021	915000000.0	Ranger	Ford
37334	Sedan	Tự động	200000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	345000000.0	Cclass	Mercedes Benz
15444	Sedan	Tự động	30000	Xăng	5	Đã sử dụng	Nhập khẩu	2018	448000000.0	2	Mazda
3095	SUV / Cross over	Tự động	180000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2013	500000000.0	Fortuner	Toyota
21266	Hatchback	Tự động	30000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	585000000.0	3	Mazda
6904	Sedan	Số sàn	86000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	265000000.0	Civic	Honda
16860	Sedan	Tự động	50000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	909000000.0	Camry	Toyota
144	Hatchback	Tự động	6000	Xăng	5	Đã sử dụng	Nhập khẩu	2021	435000000.0	Brio	Honda
23682	SUV / Cross over	Tự động	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	629000000.0	X6	BMW
1814	SUV / Cross over	Tự động	55000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	705000000.0	CRV	Honda
37135	Van/Minivan	Số sàn	123000	Xăng	8	Đã sử dụng	Nhập khẩu	2007	190000000.0	Innova	Toyota
21765	SUV / Cross over	Tự động	100000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	2680000000.0	RX	Lexus
30256	Sedan	Tự động	65000	Xăng	5	Đã sử dụng	Nhập khẩu	2012	439000000.0	Sonata	Hyundai
13576	Sedan	Tự động	20000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	1430000000.0	Cclass	Mercedes Benz
23622	SUV / Cross over	Tự động	19000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2018	615000000.0	Rondo	Kia
37670	Van/Minivan	Tự động	29000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2018	896000000.0	Sedona	Kia
16967	SUV / Cross over	Tự động	79000	Xăng	7	Đã sử dụng	Nhập khẩu	2017	1495000000.0	Explorer	Ford
11079	Bán tải / Pickup	Tự động	36000	Dầu	5	Đã sử dụng	Nhập khẩu	2017	485000000.0	Dmax	Isuzu
13704	Van/Minivan	Tự động	22000	Xăng	7	Đã sử dụng	Nhập khẩu	2019	4100000000.0	Alphard	Toyota
18859	SUV / Cross over	Số sàn	0	Xăng	7	Mới	Nhập khẩu	2021	499000000.0	Ertiga	Suzuki
1547	Truck	Số sàn	420000	Dầu	3	Đã sử dụng	Lắp ráp trong nước	2001	120000000.0	Frontier	Kia
10793	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	630000000.0	Cerato	Kia
571	SUV / Cross over	Số sàn	340000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2005	139000000.0	Jolie	Mitsubishi
24287	Sedan	Tự động	70000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	685000000.0	6	Mazda
1348	Sedan	Tự động	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	999000000.0	Cclass	Mercedes Benz
23237	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	430000000.0	City	Honda
540	SUV / Cross over	Tự động	5700	Xăng	7	Đã sử dụng	Nhập khẩu	2019	978000000.0	CRV	Honda
1256	Sedan	Số sàn	172000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2007	127000000.0	Vios	Toyota
41046	Hatchback	Tự động	21000	Xăng	5	Đã sử dụng	Nhập khẩu	2017	385000000.0	RIO	Kia
4220	Sedan	Số sàn	400000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2002	50000000.0	Siena	Fiat
26988	Sedan	Số sàn	135000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2008	200000000.0	Vios	Toyota
39690	Van/Minivan	Số sàn	89000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2015	382000000.0	Innova	Toyota
11561	Sedan	Số sàn	340000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2005	86000000.0	Lacetti	Daewoo
31382	Sedan	Tự động	1200	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	530000000.0	Accent	Hyundai
2132	Hatchback	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	397000000.0	I10	Hyundai
38319	SUV / Cross over	Số sàn	86000	Dầu	7	Đã sử dụng	Nhập khẩu	2017	760000000.0	Fortuner	Toyota
28825	Sedan	Tự động	150000	Xăng	5	Đã sử dụng	Nhập khẩu	2010	400000000.0	3Series	BMW
9391	SUV / Cross over	Tự động	120000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2013	505000000.0	Fortuner	Toyota
22130	SUV / Cross over	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	1630000000.0	GLCclass	Mercedes Benz
17145	Sedan	Số sàn	38000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	400000000.0	Vios	Toyota
22012	SUV / Cross over	Tự động	120000	Xăng	5	Đã sử dụng	Nhập khẩu	2016	660000000.0	Outlander	Mitsubishi
16787	Van/Minivan	Số sàn	70000	Dầu	16	Đã sử dụng	Lắp ráp trong nước	2018	425000000.0	Transit	Ford
15410	Sedan	Số sàn	100000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2017	296000000.0	I10	Hyundai
38288	Bán tải / Pickup	Tự động	25000	Dầu	5	Đã sử dụng	Nhập khẩu	2019	640000000.0	Ranger	Ford
22543	SUV / Cross over	Tự động	60000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2016	650000000.0	Fortuner	Toyota
35137	Hatchback	Tự động	99000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2015	212000000.0	Spark	Chevrolet
12099	SUV / Cross over	Tự động	0	Xăng	4	Mới	Nhập khẩu	2021	11079000000.0	RangeRover	LandRover
9481	Hatchback	Tự động	22064	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	485000000.0	Focus	Ford
21661	Sedan	Số sàn	120000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2009	145000000.0	Gentra	Daewoo
11473	Hatchback	Số sàn	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	115000000.0	Getz	Hyundai
31603	Sedan	Tự động	12000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2003	268000000.0	Camry	Toyota
8302	SUV / Cross over	Tự động	16000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	860000000.0	CX5	Mazda
37010	Sedan	Tự động	90	Xăng	4	Đã sử dụng	Lắp ráp trong nước	2008	285000000.0	Civic	Honda
8498	SUV / Cross over	Số sàn	200000	Dầu	8	Đã sử dụng	Lắp ráp trong nước	2012	518000000.0	Fortuner	Toyota
20712	SUV / Cross over	Tự động	59000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2016	1299000000.0	GLCclass	Mercedes Benz
13555	Sedan	Tự động	10000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2020	605000000.0	Cerato	Kia
20996	Bán tải / Pickup	Tự động	0	Dầu	5	Mới	Nhập khẩu	2021	845000000.0	Ranger	Ford
733	SUV / Cross over	Tự động	0	Xăng	7	Mới	Nhập khẩu	2021	4869000000.0	X5	BMW
30767	Sedan	Tự động	51000	Xăng	5	Đã sử dụng	Nhập khẩu	2013	790000000.0	Camry	Toyota
20292	SUV / Cross over	Tự động	90	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2017	465000000.0	Rondo	Kia
17424	Coupe	Tự động	220000	Xăng	4	Đã sử dụng	Nhập khẩu	2011	455000000.0	Genesis	Hyundai
30219	Hatchback	Tự động	12000	Xăng	5	Đã sử dụng	Nhập khẩu	2019	640000000.0	Yaris	Toyota
26744	Hatchback	Tự động	356789	Xăng	5	Đã sử dụng	Nhập khẩu	2008	296000000.0	Yaris	Toyota
12213	Hatchback	Tự động	800000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2010	215000000.0	Morning	Kia
662	Bán tải / Pickup	Tự động	0	Dầu	5	Mới	Lắp ráp trong nước	2021	905000000.0	Ranger	Ford
34359	Van/Minivan	Tự động	9300	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2021	1080000000.0	Sedona	Kia
16493	Hatchback	Tự động	28000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2018	539000000.0	3	Mazda
5440	Sedan	Tự động	60000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	613000000.0	3	Mazda
29272	Sedan	Tự động	21000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	680000000.0	Elantra	Hyundai
21401	SUV / Cross over	Tự động	0	Xăng	5	Mới	Lắp ráp trong nước	2021	752000000.0	Tucson	Hyundai
8885	SUV / Cross over	Số sàn	260000	Dầu	7	Đã sử dụng	Lắp ráp trong nước	2009	262000000.0	Everest	Ford
24122	SUV / Cross over	Tự động	31000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2018	790000000.0	Outlander	Mitsubishi
26452	Sedan	Tự động	12000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	223000000.0	Lacetti	Daewoo
11858	Sedan	Tự động	260000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	225000000.0	Lacetti	Daewoo
13733	SUV / Cross over	Tự động	360000	Xăng	7	Đã sử dụng	Lắp ráp trong nước	2004	175000000.0	Premacy	Mazda
37709	Sedan	Số sàn	350000	Xăng	5	Đã sử dụng	Nhập khẩu	2002	190000000.0	3Series	BMW
28917	Sedan	Số sàn	200000	Xăng	5	Đã sử dụng	Nhập khẩu	1980	350000000.0	Cressida	Toyota
32835	SUV / Cross over	Tự động	60000	Dầu	7	Đã sử dụng	Nhập khẩu	2016	820000000.0	Everest	Ford
31726	Sedan	Tự động	2	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	489000000.0	Vios	Toyota
18945	SUV / Cross over	Tự động	260000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2009	280000000.0	Innova	Toyota
23883	Sedan	Tự động	12000	Xăng	5	Đã sử dụng	Nhập khẩu	2020	645000000.0	Civic	Honda
22428	SUV / Cross over	Tự động	119000	Xăng	8	Đã sử dụng	Lắp ráp trong nước	2014	579000000.0	Fortuner	Toyota
31501	Sedan	Tự động	40000	Xăng	5	Đã sử dụng	Lắp ráp trong nước	2019	465000000.0	City	Honda
37522	SUV / Cross over	Tự động	70000	Xăng	5	Đã sử dụng	Nhập khẩu	2009	585000000.0	Q5	Audi
26540	Sedan	Tự động	48500	Xăng	5	Đã sử dụng	Nhập khẩu	2016	868000000.0	Accord	Honda
24511	SUV / Cross over	Tự động	60000	Xăng	7	Đã sử dụng	Nhập khẩu	2019	865000000.0	CRV	Honda
